Dish Name,Calories (kcal),Carbohydrates (g) per 100kcal,Protein (g) per 100kcal,Fats (g) per 100kcal,Free Sugar (g) per 100kcal,Fibre (g) per 100kcal,Sodium (mg) per 100kcal,Calcium (mg) per 100kcal,Iron (mg) per 100kcal,Vitamin C (mg) per 100kcal,Food Name,Type,Recommended Meal
Thandai,101.18,9.023522435,3.548132042,5.821308559,8.114251828,0.790670093,22.42538051,111.0001977,0.59300257,3.617315675,Thandai,Veg,Any
Cucumber sharbat (Kheere ka sharbat),27.28,24.34017595,0.953079179,0.219941349,20.01466276,2.859237537,9.420821114,23.79032258,0.659824047,33.57771261,Cucumber sharbat (Kheere ka sharbat),Veg,Any
Apple oats chia seed smoothie,85.64,15.26156002,4.075198505,2.895843064,6.725829052,1.681457263,37.38907053,103.7949556,0.583839327,6.29378795,Apple oats chia seed smoothie,Veg,Breakfast
Nannari sharbat,88.79,26.60209483,0.01126253,0.01126253,26.55704471,0.0,1.306453429,3.007095394,0.056312648,11.17242933,Nannari sharbat,Veg,Any
Semolina milk drink (Thari kanji),44.16,15.69293478,2.219202899,3.079710145,8.786231884,1.630434783,27.06068841,18.70471014,0.815217391,14.90036232,Semolina milk drink (Thari kanji),Veg,Any
Saffron milk (Kesariya doodh),102.18,12.37032687,3.10236837,4.472499511,12.23331376,0.137013114,23.18457624,108.5143864,0.205519671,4.736739088,Saffron milk (Kesariya doodh),Veg,Any
Black rice kheer (Chak-hao kheer),147.94,15.49952684,2.95390023,3.318913073,8.496687846,0.513721779,17.41922401,64.14086792,0.310936866,2.176558064,Black rice kheer (Chak-hao kheer),Veg,Dinner
Coconut kheer (Nariyal ki kheer),162.61,8.867843306,2.090892319,6.487915872,8.443515159,0.940901544,28.27009409,55.05196482,0.325933214,7.508763299,Coconut kheer (Nariyal ki kheer),Veg,Dinner
Apple sago payasam (Seb aur sabudana ki kheer),136.5,10.54945055,2.293040293,5.611721612,7.787545788,0.278388278,28.9010989,74.80586081,0.227106227,4.307692308,Apple sago payasam (Seb aur sabudana ki kheer),Veg,Dinner
Kesari bath,244.57,12.83068242,0.981314143,5.147810443,8.243038803,0.674653473,0.695097518,3.148382876,0.282127816,0.0,Kesari bath,Veg,Breakfast
Putharekulu,318.3,18.72761546,1.149858624,2.371976123,7.496072887,0.54979579,0.838831291,1.91957273,0.119384229,0.0,Putharekulu,Veg,Any
Mango malpua,334.64,3.83695912,0.493067177,9.165072914,1.482189816,0.621563471,0.564786039,3.179536218,0.209180014,11.37042792,Mango malpua,Veg,Dinner
Mango vanilla custard,147.63,12.4703651,2.323376008,4.768678453,9.903136219,0.670595407,20.40235724,57.48154169,0.392874077,10.87177403,Mango vanilla custard,Veg,Dinner
Kiwi granola pudding,280.99,11.50574754,1.992953486,5.466386704,5.36673903,1.320331684,21.07192427,22.13601908,0.516032599,23.25349657,Kiwi granola pudding,Veg,Dinner
Oats burfi,425.19,14.69225523,2.090829982,4.061713587,7.744772925,1.166537313,1.916790141,30.24059832,0.578564877,0.014111338,Oats burfi,Veg,Any
Lotus seed halwa (Kamal gattay ka halwa),370.55,10.67602213,2.102280394,5.583591958,2.644717312,0.113345028,0.825799487,22.35595736,0.485764404,0.016192147,Lotus seed halwa (Kamal gattay ka halwa),Veg,Dinner
Amaranth ladoo (Rajgira ladoo),454.15,11.30243312,2.228338655,4.998348563,4.386216008,1.125178906,1.653638666,31.83529671,1.424639436,0.006605747,Amaranth ladoo (Rajgira ladoo),Veg,Any
Chhena poda,344.57,9.762892881,3.970165714,5.206489247,8.895144673,0.406303509,3.772818295,85.69811649,0.409205677,0.026119511,Chhena poda,Veg,Dinner
Sweet couscous dessert,196.2,15.13251784,1.941896024,3.919469929,8.098878695,1.111111111,2.150866463,15.76962283,0.428134557,17.38022426,Sweet couscous dessert,Veg,Dinner
Sweetened yogurt (Shrikhand),107.18,14.94681844,4.91696212,2.696398582,14.75088636,0.074640791,68.678858,170.7594701,0.158611681,2.603097593,Sweetened yogurt (Shrikhand),Veg,Dinner
Thickened sweetened milk (Rabri),102.79,10.26364432,3.424457632,5.204786458,9.816129974,0.184842884,23.27074618,108.8335441,0.282128612,3.978986283,Thickened sweetened milk (Rabri),Veg,Dinner
Gram flour halwa (Besan halwa),276.79,9.313920301,2.124354204,6.250225803,5.719137252,0.657538206,5.563784819,27.97066368,0.242060768,0.599732649,Gram flour halwa (Besan halwa),Veg,Dinner
Prawn sandwich,169.65,7.008547009,6.106690245,5.464190981,0.713233127,0.913645741,125.7765989,44.5210728,0.65428824,7.409372237,Prawn sandwich,Non-Veg,Any
Watercress sandwich,229.42,12.21776654,2.253508848,4.999564118,0.788946038,0.985092843,177.5956761,42.78615639,0.431522971,0.972016389,Watercress sandwich,Veg,Any
Fish sandwich,150.2,6.71770972,3.142476698,6.90412783,0.69241012,0.818908123,107.7762983,31.47802929,0.459387483,2.58988016,Fish sandwich,Non-Veg,Any
Kidney bean sandwich with cottage cheese,176.64,10.67708333,5.576313406,3.872282609,2.088994565,2.07201087,55.46308877,94.33310688,0.928442029,3.017436594,Kidney bean sandwich with cottage cheese,Veg,Any
Finger millet biscuit (Ragi biscuit),458.56,11.49031752,0.878838102,5.624127704,3.685450105,1.301901605,21.42358688,45.15003489,0.553907886,0.0,Finger millet biscuit (Ragi biscuit),Veg,Any
Buttermilk biscuit,322.54,10.82966454,1.785825014,5.425683636,1.066534383,0.365846097,100.3720469,20.8222236,0.23873008,0.0,Buttermilk biscuit,Veg,Any
Lemon cookies,394.48,10.69509227,1.427195295,5.835530318,5.949604543,0.197728655,21.47383898,18.26201582,0.174913811,0.380247414,Lemon cookies,Veg,Any
Sweet potato biscuit (Shakarkand ke biscuit),296.4,12.86437247,1.73414305,4.490553306,0.853576248,0.76585695,114.5681511,19.00809717,0.273279352,2.682186235,Sweet potato biscuit (Shakarkand ke biscuit),Veg,Any
Raspberry shortbread cookies,441.12,13.88511063,0.680087051,4.817283279,9.262785637,0.170021763,1.373775843,3.130667392,0.13601741,0.002266957,Raspberry shortbread cookies,Veg,Any
Pumpkin cookies,218.4,20.46245421,1.149267399,1.799450549,14.47802198,0.485347985,23.57600733,8.864468864,0.238095238,0.576923077,Pumpkin cookies,Veg,Any
Greenpea cookies,159.42,14.47120813,4.096098357,2.659641199,9.064107389,3.337096977,144.2102622,30.39141889,0.922092586,10.53820098,Greenpea cookies,Veg,Any
Sunflower cookies,520.62,7.694671738,1.82282663,6.968614344,4.663670239,0.758710768,34.89685375,13.53194268,0.424493873,0.0,Sunflower cookies,Veg,Any
Cardamom cookies (Elaichi cookies),400.49,13.48098579,1.273440036,4.774151664,9.735573922,0.696646608,24.58238658,6.294788884,0.352068716,0.0,Cardamom cookies (Elaichi cookies),Veg,Any
Hazelnut cookies,493.32,7.994810671,1.266926133,7.0887051,4.46160707,0.496635044,16.43152518,9.614449039,0.261493554,0.0,Hazelnut cookies,Veg,Any
Milk cookies,459.43,10.54132294,2.283264045,5.432818928,4.801601985,0.215484405,34.07047864,54.7613347,0.163245761,0.44185186,Milk cookies,Veg,Any
Cranberry cookies,272.48,13.35510863,1.438637698,4.646212566,7.32530828,0.414709336,21.3777158,13.27069877,0.260569583,2.025836759,Cranberry cookies,Veg,Any
Olive biscuit,438.29,12.55105067,0.730110201,5.418786648,7.362705058,0.187090739,27.40194848,2.454995551,0.31257843,0.0,Olive biscuit,Veg,Any
Tutti fruitti biscuit,420.78,12.62417415,1.238176719,4.254004468,3.743048624,1.290460573,22.12795285,5.658538904,0.465801607,0.0,Tutti fruitti biscuit,Veg,Any
Peach blueberry preserves,177.38,25.7977224,0.298793551,0.112752283,25.55530499,0.642688014,1.584169579,5.090765588,0.186041267,9.335889052,Peach blueberry preserves,Veg,Any
Pear preserves (Naashpati ka murabba),101.24,25.35559068,0.246937969,0.187672857,24.88146977,3.022520743,2.074278941,6.48952983,0.227182932,15.45831687,Pear preserves (Naashpati ka murabba),Veg,Any
Starfruit preserves,128.93,26.07616536,0.186147522,0.093073761,25.95982316,0.604979446,1.59776623,4.064220895,0.155122935,13.68959901,Starfruit preserves,Veg,Any
Gooseberry pickle (Amla ka achaar),278.58,2.731710819,0.556393137,9.910977098,0.129226793,1.328164262,31.00725106,11.1888865,0.373321847,1.740972073,Gooseberry pickle (Amla ka achaar),Veg,Any
Lotus stem pickle (Kamal kakdi ka achar),102.69,19.54425942,1.402278703,1.558087448,2.463725777,8.355243938,177.0669004,134.1221151,20.03116175,12.02648749,Lotus stem pickle (Kamal kakdi ka achar),Veg,Any
Date pickle (Khajoor ka achaar),182.29,19.01365955,0.921608426,2.30950683,16.71512425,2.852597509,76.17532503,22.76043667,1.07520983,1.898074497,Date pickle (Khajoor ka achaar),Veg,Any
Garlic pickle (Lahasun ka achar),413.62,2.35723611,0.899376239,9.641700111,0.56090131,1.240268846,65.064552,13.21502829,0.440017407,1.772158019,Garlic pickle (Lahasun ka achar),Veg,Any
Fermented bamboo shoot pickle (Mesu pickle),59.83,2.89152599,2.640815644,9.343138894,0.484706669,3.743941167,269.6139061,27.77870633,1.153267592,33.21076383,Fermented bamboo shoot pickle (Mesu pickle),Veg,Any
Sweet peach pickle (Aadoo ka achaar),144.64,25.58766593,0.318030973,0.138274336,25.2074115,0.912610619,22.84292035,8.28954646,0.228152655,5.088495575,Sweet peach pickle (Aadoo ka achaar),Veg,Any
Pickled mustard greens,13.12,8.00304878,11.50914634,1.676829268,0.152439024,12.95731707,1847.256098,620.7317073,9.298780488,2298.780488,Pickled mustard greens,Veg,Any
Small onion pickle,16.86,16.37010676,9.786476868,3.795966785,17.73428233,6.465005931,1479.715302,189.5017794,7.117437722,114.8873072,Small onion pickle,Veg,Any
Green tomato pickle (Haray tamatar ka achaar),193.26,1.485046052,0.636448308,10.17799855,0.39842699,0.900341509,82.36572493,7.357963365,0.39842699,4.248163096,Green tomato pickle (Haray tamatar ka achaar),Veg,Any
Pickled cabbage,13.69,18.69978086,2.848794741,1.022644266,15.19357195,4.455807159,886.7056245,116.5814463,1.387874361,121.4755296,Pickled cabbage,Veg,Any
Coconut pickle (Nariyal ka aachar),517.26,2.229053087,0.583845648,9.996906778,1.736070835,1.227622472,34.12983799,8.657155009,0.506515099,0.330588099,Coconut pickle (Nariyal ka aachar),Veg,Any
Potato pickle (Aloo ka achaar),369.14,2.131982446,0.560762854,9.877011432,0.222137942,0.598688844,57.89944195,13.12781059,0.303407921,2.746925286,Potato pickle (Aloo ka achaar),Veg,Any
Mango murabba candy,293.35,26.35759332,0.092040225,0.017044486,25.47468894,0.323845236,4.673598091,5.641724902,0.112493608,6.766660985,Mango murabba candy,Veg,Any
Afghani chicken,151.51,1.287043759,10.33595142,5.986403538,0.547818626,0.204606957,57.4351528,23.19318857,0.686423338,2.33647944,Afghani chicken,Non-Veg,"Lunch, Dinner"
Fish orly,563.7,0.757495122,1.041334043,10.32109278,0.042575838,0.058541778,24.19194607,1.694163562,0.054993791,0.23948909,Fish orly,Non-Veg,"Lunch, Dinner"
Hariyali Fish Tikka,150.24,1.470979766,9.325079872,6.263312034,0.552449414,0.658945687,66.85969116,23.2028754,0.552449414,7.394834931,Hariyali Fish Tikka,Non-Veg,"Lunch, Dinner"
Chicken manchurian,142.34,4.257411831,6.695236757,8.402416749,0.632288886,0.288042715,1696.480259,18.63144583,0.899255304,7.28537305,Chicken manchurian,Non-Veg,"Lunch, Dinner"
Handi chicken,166.02,0.897482231,7.420792676,7.505119865,0.451752801,0.403565835,45.56077581,16.17275027,0.560173473,0.88543549,Handi chicken,Non-Veg,"Lunch, Dinner"
Lemon chicken,169.79,0.32392956,11.8970493,5.689381,0.094234054,0.094234054,47.07579952,10.24795335,0.559514695,5.265327758,Lemon chicken,Non-Veg,"Lunch, Dinner"
Lemon butter fish,160.25,0.468018721,10.22152886,6.4024961,0.143525741,0.224648986,117.1419657,11.64430577,0.249609984,5.429017161,Lemon butter fish,Non-Veg,"Lunch, Dinner"
Baked eggs in tomato sauce,80.05,4.72204872,6.146158651,6.520924422,2.535915053,0.012492192,235.1155528,89.86883198,1.636477202,306.9331668,Baked eggs in tomato sauce,Non-Veg,Breakfast
Egg in a pepper,128.78,0.132008076,9.815188694,6.740177046,0.038825905,0.132008076,142.7939121,37.46699798,1.366671843,26.09100792,Egg in a pepper,Non-Veg,Breakfast
Spinach mushroom scrambled egg (Palak mushroom bhurji),158.85,0.371419578,8.360088133,7.245829399,0.062952471,0.245514636,143.5127479,88.3286119,1.007239534,1.429021089,Spinach mushroom scrambled egg (Palak mushroom bhurji),Non-Veg,Breakfast
Corn omelette/omlet,166.93,0.940513988,6.811238244,7.721799557,0.245611933,0.01198107,99.69448272,57.64092733,0.802731684,1.737255137,Corn omelette/omlet,Non-Veg,Breakfast
Cajun chicken,184.94,1.048988861,6.861684871,7.564615551,0.594787499,0.481237158,940.9159727,84.88158322,0.286579431,24.57013085,Cajun chicken,Non-Veg,"Lunch, Dinner"
Paaner do pyaza,127.7,2.670321065,3.304620204,8.512137823,1.722787784,0.657791699,125.8104933,44.80814409,0.35238841,13.16366484,Paaner do pyaza,Veg,"Lunch, Dinner"
Cabbage manchurian (Pattagobhi manchurian),224.26,2.162668331,0.285383038,10.02407919,0.147150629,0.164987069,33.45224293,1.417996968,0.089182199,12.65941318,Cabbage manchurian (Pattagobhi manchurian),Veg,"Lunch, Dinner"
Gobi 65,278.29,1.290021201,0.201228934,10.46031119,0.104207841,0.204822308,24.87333357,4.445003414,0.107801215,9.888964749,Gobi 65,Veg,"Lunch, Dinner"
Paneer lababdar,105.48,3.194918468,3.773227152,8.020477816,1.858172165,1.099734547,135.0492984,52.67349261,0.530906333,26.0523322,Paneer lababdar,Veg,"Lunch, Dinner"
Roasted cauliflower steak,78.68,2.567361464,2.605490595,8.515505846,0.55922725,4.486527707,152.7580071,31.1006609,1.207422471,59.91357397,Roasted cauliflower steak,Veg,"Lunch, Dinner"
Sauteed radishes with green beans,94.32,6.403731976,2.555131467,7.008057676,1.887192536,3.731976251,69.02035623,42.62086514,1.070822731,6.944444444,Sauteed radishes with green beans,Veg,"Lunch, Dinner"
Garlic chutney/Poondu chutney (Lahasun ki chutney),255.51,7.999686901,1.307189542,6.86861571,5.22875817,2.01557669,69.51587022,24.85617001,1.275879613,2.230832453,Garlic chutney/Poondu chutney (Lahasun ki chutney),Veg,Any
Schezwan chutney,205.19,5.258540865,1.622886106,8.635898436,2.758419026,2.787660217,236.9852332,17.28154393,0.955212242,12.84662995,Schezwan chutney,Veg,Any
Onion chutney (Pyaaz ki chutney/Vengaya chutney),143.94,9.392802557,2.063359733,5.821870224,4.724190635,3.195776018,178.4701959,19.79991663,0.826733361,1.966096985,Onion chutney (Pyaaz ki chutney/Vengaya chutney),Veg,Any
Dates chutney (Khajoor ki chutney),103.57,20.94235783,1.033117698,1.081394226,18.03611084,3.292459206,74.12378102,27.73003766,1.148981365,3.292459206,Dates chutney (Khajoor ki chutney),Veg,Any
Chicken salad,338.19,0.384399302,4.532954848,8.947632987,0.2838641,0.591383542,14.96791744,12.77092759,0.363700878,1.454803513,Chicken salad,Non-Veg,"Lunch, Dinner"
Macaroni salad,262.19,8.249742553,1.914642053,6.781341775,1.422632442,0.213585568,62.54624509,13.61607994,0.293680156,8.448072009,Macaroni salad,Veg,"Lunch, Dinner"
Cabbage raita (Pattagobhi raita),84.84,6.188118812,3.818953324,6.789250354,4.962281942,1.096181047,147.7015559,139.6628949,0.223950967,33.34512023,Cabbage raita (Pattagobhi raita),Veg,"Lunch, Dinner"
Pomegranate raita (Anaar ka raita),72.64,9.843061674,5.575440529,4.460352423,9.650330396,0.825991189,268.6949339,190.4047357,0.344162996,6.332599119,Pomegranate raita (Anaar ka raita),Veg,"Lunch, Dinner"
Onion raita (Pyaaz ka raita),71.56,10.98378983,6.791503633,3.395751817,9.879821129,0.908328675,265.4555618,228.8988262,0.419228619,11.79429849,Onion raita (Pyaaz ka raita),Veg,Lunch/Dinner
Green chilli raita (Hari mirch ka raita),77.13,9.931284844,7.23453909,3.785816155,9.710877739,0.337093219,209.1404123,250.9788668,0.2722676,5.575003241,Green chilli raita (Hari mirch ka raita),Veg,Lunch/Dinner
Kale salad,177.71,2.81919982,2.73479264,8.62641382,1.862585111,0.765291767,164.3351528,61.3977829,0.731528895,17.15716617,Kale salad,Veg,Any
Spinach and paneer souffle,186.19,5.177506848,4.060368441,7.245287072,1.509211021,0.574681777,233.4604436,61.39964552,0.751920082,5.81126806,Spinach and paneer souffle,Veg,Lunch/Dinner
Masala souffle,123.51,6.493401344,5.165573638,5.967128168,1.489757914,1.00396729,106.1776374,83.94461987,0.59914177,309.8048741,Masala souffle,Veg,Lunch/Dinner
Chicken and cheese souffle,182.35,1.902933918,4.973951193,8.083356183,1.349054017,0.142582945,66.31752125,33.84151357,0.345489443,1.31615026,Chicken and cheese souffle,Non-Veg,Lunch/Dinner
Tamarind chutney (Chintapandu pachadi/Puli chutney),109.15,22.96839212,0.806229959,0.439761796,20.93449382,1.511681173,69.27164453,36.92166743,1.786532295,0.027485112,Tamarind chutney (Chintapandu pachadi/Puli chutney),Veg,Any
Pav bhaji masala,230.47,12.64806699,3.961470039,4.755499631,0.642166009,10.54367163,787.3736278,255.5256649,5.57122402,0.026033757,Pav bhaji masala,Veg,Lunch/Dinner
Green chutney,79.42,12.60387812,6.824477462,2.014605893,1.158398388,7.353311508,330.9116092,141.9541677,5.766809368,9.25459582,Green chutney,Veg,Any
Sago khitchdi/khichri (Sabudana khitchdi/khichri),187.16,11.97371233,1.453301988,5.396452233,0.550331267,0.972430006,53.5691387,8.083992306,0.459499893,7.16499252,Sago khitchdi/khichri (Sabudana khitchdi/khichri),Veg,Breakfast/Lunch
Gram flour chilla/cheela (Besan chilla/cheela),135.93,15.47119841,5.738247627,2.096667402,1.375708085,3.126609284,99.7351578,20.87839329,1.611123372,1.272713897,Gram flour chilla/cheela (Besan chilla/cheela),Veg,Breakfast
Vegetable namkeen jave,112.23,16.91169919,2.610710149,2.23647866,0.926668449,2.548338234,28.6287089,9.195402299,0.953399269,11.09329056,Vegetable namkeen jave,Veg,Breakfast
Khakhra,178.5,15.49579832,2.677871148,2.980392157,0.492997199,3.042016807,103.1708683,11.91596639,1.198879552,0.31372549,Khakhra,Veg,Any
Moong bean dosa (Pesarattu),285.96,11.15890334,4.308294866,4.080990348,1.01412785,2.112183522,21.45754651,12.74304098,1.181983494,0.517554903,Moong bean dosa (Pesarattu),Veg,Breakfast
Methi thepla,346.16,11.94245436,2.594176104,4.607695863,0.860873584,2.183961174,156.9418766,21.2358447,1.305754564,0.306216778,Methi thepla,Veg,Any
Rice puttu (Ari puttu),81.98,14.41815077,1.536960234,3.818004391,0.402537204,0.927055379,58.89241278,6.05025616,0.512320078,0.0,Rice puttu (Ari puttu),Veg,Breakfast
Buckwheat pancake (Khura),263.3,10.36080517,1.10520319,6.240030384,0.243068743,0.21268515,26.57424991,4.29927839,0.262058488,0.250664641,Buckwheat pancake (Khura),Veg,Breakfast
Quinoa khichdi/khichri,64.01,13.79471958,4.967973754,2.483986877,1.077956569,4.030620216,108.7955007,38.41587252,1.749726605,14.26339634,Quinoa khichdi/khichri,Veg,Lunch/Dinner
Khakhra chaat,358.66,4.63949144,1.260246473,8.545697875,0.908938828,0.847599398,28.65666648,6.828193833,0.351307645,13.01232365,Khakhra chaat,Veg,Any
Banana appam,469.81,4.2698112,0.249036845,9.05259573,2.11787744,0.142610843,4.286839361,2.924586535,0.163896043,0.857793576,Banana appam,Veg,Breakfast
Veg manchurian,585.64,1.164537941,0.151970494,10.52694488,0.129772557,0.198073902,11.15190219,2.866948979,0.052933543,2.578375794,Veg manchurian,Veg,Lunch/Dinner
Pav bhaji,96.53,12.42100901,2.755620015,4.475292655,2.13405159,2.0511758,169.7814151,25.75365171,1.004868953,79.22925515,Pav bhaji,Veg,Lunch/Dinner
Rice murukku,593.99,5.604471456,0.910789744,8.117981784,0.02862001,0.367009546,10.65842859,4.146534453,0.286200104,0.0,Rice murukku,Veg,Any
Bhel puri,509.89,3.230108455,0.690344976,9.396144266,0.668771696,0.43931044,18.43142639,4.750044127,0.252995744,6.199376336,Bhel puri,Veg,Any
Semolina dhokla (Suji/Rava dhokla),194.91,15.83294854,2.791031758,2.667898004,0.949156021,2.62685342,227.48448,15.99199631,1.292904417,1.877789749,Semolina dhokla (Suji/Rava dhokla),Veg,Breakfast
Spicy corn chaat,479.8,2.386411005,0.960817007,9.70195915,0.197999166,0.45227178,18.02834514,3.601500625,0.175072947,2.938724469,Spicy corn chaat,Veg,Any
Jackfruit fritters (Ponsa mulik/Kathal ka pakora),597.79,4.014787802,0.391441811,9.101858512,1.920406832,0.250924238,7.760250255,4.118503153,0.192375249,0.053530504,Jackfruit fritters (Ponsa mulik/Kathal ka pakora),Veg,Any
Banana chips (Kele ke chips),665.67,1.099643968,0.055583097,10.58482431,0.65648144,0.097645981,13.05000976,0.301951417,0.028542671,0.605405081,Banana chips (Kele ke chips),Veg,Any
Wheat cake,314.63,13.07249785,1.522423164,4.751613006,8.196929727,0.877220863,26.36747926,31.43692591,0.343260338,0.241553571,Wheat cake,Veg,Any
Mango cheesecake,152.46,13.15754952,1.567624295,4.788141152,10.07477371,0.747737111,70.26105208,36.14062705,0.347632166,16.35182999,Mango cheesecake,Veg,Any
Carrot cake (Gajar ka cake),255.59,14.07723307,2.191009038,4.018154075,9.374388669,1.146367229,62.10728119,61.07437693,0.402989162,1.220705035,Carrot cake (Gajar ka cake),Veg,Any
Semolina cake (Suji/Rava cake),374.14,8.371197947,1.758699952,6.730101032,5.040893783,1.435291602,24.41866681,34.28663067,0.363500294,0.25124285,Semolina cake (Suji/Rava cake),Veg,Any
Finger millet cake (Ragi cake),279.46,13.93043727,1.417018536,4.390610463,8.859944178,0.840907464,35.160667,42.36026623,0.483074501,0.271953052,Finger millet cake (Ragi cake),Veg,Any
Honey cake,333.59,14.70068048,0.923289067,4.406606913,10.02128361,0.152882281,21.74825384,15.24626038,0.137893822,0.158877664,Honey cake,Veg,Any
Almond cardamom cake (Badam elaichi cake),356.35,9.689911604,2.014873018,5.994106917,5.068051073,0.65946401,43.60039287,22.81184229,0.362003648,0.103830504,Almond cardamom cake (Badam elaichi cake),Veg,Any
Tutti frutti cake,347.72,15.22489359,1.291268837,3.646612217,8.075463016,0.244449557,30.58782929,17.66076153,0.178304383,0.546416657,Tutti frutti cake,Veg,Any
Ham and Bean soup,96.04,4.352353186,11.04748022,4.321116202,1.488962932,0.562265723,393.7317784,21.36609746,0.916284881,23.22990421,Ham and Bean soup,Non-Veg,Lunch/Dinner
Whey soup,68.91,9.084312872,5.006530257,4.846901756,8.518357278,1.21898128,126.367726,239.326658,0.798142505,3.700478886,Whey soup,Veg,Lunch/Dinner
Bottle gourd soup (Ghiya/Lauki soup),23.05,5.032537961,1.952277657,7.765726681,1.69197397,4.164859002,233.4490239,65.68329718,1.127982646,26.03036876,Bottle gourd soup (Ghiya/Lauki soup),Veg,Lunch/Dinner
Baked potato soup,147.05,3.978238694,3.896633798,7.623257395,2.33934036,0.204012241,182.7201632,72.46514791,0.183611017,12.87317239,Baked potato soup,Veg,Lunch/Dinner
Pumpkin soup,40.05,5.193508115,1.173533084,7.990012484,3.670411985,2.971285893,113.60799,30.38701623,0.474406991,28.71410737,Pumpkin soup,Veg,Lunch/Dinner
Sweet corn soup,32.25,11.03875969,3.069767442,5.054263566,2.790697674,0.96124031,69.30232558,11.53488372,1.271317829,32.03100775,Sweet corn soup,Veg,Lunch/Dinner
Paneer soup,47.85,5.057471264,6.729362591,5.851619645,4.137931034,0.585161964,142.1734587,172.9571578,0.626959248,15.86206897,Paneer soup,Veg,Lunch/Dinner
Curried Cauliflower soup,37.32,8.360128617,18.00643087,26.1789925,4.796355841,6.270096463,19591.21115,99.81243301,5.680600214,138.960343,Curried Cauliflower soup,Veg,Lunch/Dinner
Millet soup,55.99,14.68119307,20.11073406,22.45043758,2.589748169,5.036613681,19501.39311,116.4672263,4.893731023,7.554920522,Millet soup,Veg,Lunch/Dinner
Lemon coriander soup,108.06,9.550249861,2.100684805,5.79307792,2.035905978,6.265037942,202.822506,94.91948917,3.211178975,7.958541551,Lemon coriander soup,Veg,Lunch/Dinner
Garlic soup,194.86,3.587190804,1.221389716,9.042389408,1.226521605,0.851893667,91.99425228,31.0735913,0.374627938,5.706661193,Garlic soup,Veg,Lunch/Dinner
Dal makhani,74.04,10.75094543,4.484062669,4.132901135,1.080497029,3.065910319,56.52350081,27.84981091,1.661264182,12.41220962,Dal makhani,Veg,Lunch/Dinner
Dalma,118.93,12.64609434,4.128478937,3.851004793,2.606575296,1.8161944,41.49499706,45.64029261,1.765744556,30.79963003,Dalma,Veg,Lunch/Dinner
Split bengal gram dal (Channa dal),99.67,10.02307615,4.163740343,4.635296478,0.983244708,3.732316645,46.55362697,22.06280726,1.926356978,13.42430019,Split bengal gram dal (Channa dal),Veg,Lunch/Dinner
Horsegram dal (Kulthi dal),55.65,14.75292004,5.229110512,2.030548068,1.293800539,2.731356694,114.3396226,68.67924528,2.336028751,25.1212938,Horsegram dal (Kulthi dal),Veg,Lunch/Dinner
Panchmel dal,111.22,9.629563028,4.162920338,4.819277108,0.674339148,2.877180363,71.44398489,20.7246898,1.276748786,7.633519151,Panchmel dal,Veg,Lunch/Dinner
Dal dhokli,68.74,12.43817283,4.306080884,3.593249927,1.629327902,2.705848123,54.5970323,21.15216759,1.149258074,4.029677044,Dal dhokli,Veg,Lunch/Dinner
Gujarati handvo,207.09,15.38461538,3.978946352,2.317832826,1.212033415,2.390265102,148.9931914,32.93737023,0.980250133,15.15766092,Gujarati handvo,Veg,Breakfast/Lunch/Dinner
Sev (Omapodi/Karapusa),609.14,2.112814788,0.840529271,9.863085662,0.087007913,0.385789802,8.731982795,2.290113931,0.118199429,0.0,Sev (Omapodi/Karapusa),Veg,Any
Papdi,708.96,1.818156172,0.258124577,10.17123674,0.043726021,0.078988942,4.077804107,0.854773189,0.06206274,0.005642067,Papdi,Veg,Any
Jowar dosa,294.35,13.76932224,2.887718702,3.492440972,0.200441651,1.888907763,33.03889927,6.61117717,0.689655172,0.0,Jowar dosa,Veg,Breakfast/Lunch/Dinner
Bread roll,435.46,3.701832545,0.65448032,9.243099251,0.215863684,0.332981215,31.99834658,10.29486061,0.163045974,1.559270656,Bread roll,Veg,Breakfast
Soya seekh kebab,115.05,8.691873099,4.693611473,5.110821382,0.443285528,1.946979574,80.18252934,13.62016515,1.09517601,7.440243372,Soya seekh kebab,Veg,Lunch/Dinner
Classic seasoned black beans,28.78,26.61570535,27.83182766,28.76997915,1.528839472,12.19596942,27759.10354,139.3676164,6.60180681,29.67338429,Classic seasoned black beans,Veg,Lunch/Dinner
Maa chaane ki dal,344.67,12.50761598,5.744625294,2.756259611,0.30463922,3.902283343,12.5656425,19.91760234,1.732091566,0.414889605,Maa chaane ki dal,Veg,Lunch/Dinner
Garlic chickpea soup (Lahasun aur chane ka shoraba),89.53,15.54786105,4.970400983,2.245057523,2.959901709,3.172121077,89.0539484,15.55903049,1.072266279,14.7883391,Garlic chickpea soup (Lahasun aur chane ka shoraba),Veg,Lunch/Dinner
White sauce (thin),115.17,5.713293392,2.87401233,7.30224885,3.976730051,0.060779717,20.76061474,95.6846401,0.164973517,,White sauce (thin),Veg,Any
White sauce (medium),151.27,5.275335493,2.221193892,7.774178621,2.855820718,0.092549745,14.9335625,68.44053679,0.145435314,,White sauce (medium),Veg,Any
White sauce (thick),209.69,4.883399304,1.635748009,8.197815823,1.859888407,0.114454671,9.752491774,44.22719252,0.128761505,,White sauce (thick),Veg,Any
Cheese sauce,194.76,3.635243376,3.943314849,7.763401109,2.325939618,0.061614295,162.9595399,131.0022592,0.159170261,,Cheese sauce,Veg,Any
